,n,E,dE,error,n_iters,cnot_count,u1_count,cnot_depth,u1_depth,element,element_qubits,var_parameters
16,16,-15.594467922507334,4.4058255408430114e-05,0.0007786632132180671,22,928.0,1152,256,120,"d_f_exc_[0, 3]_[6, 7]","[[0, 3], [6, 7]]",-0.002832314840226418
17,17,-15.594511093840985,4.317133365105974e-05,0.0007354918795670073,19,976.0,1224,256,128,"d_f_exc_[1, 2]_[6, 7]","[[1, 2], [6, 7]]",0.002826262231574859
18,18,-15.594554241487296,4.3147646310970345e-05,0.000692344233256037,21,1056.0,1296,288,128,"d_f_exc_[0, 3]_[8, 9]","[[0, 3], [8, 9]]",-0.002831197292418399
19,19,-15.594602513387349,4.827190005229909e-05,0.0006440723332037379,26,1136.0,1368,304,144,"d_f_exc_[3, 5]_[11, 13]","[[3, 5], [11, 13]]",-0.008014568328080084
20,20,-15.594654407283514,5.189389616511164e-05,0.0005921784370386263,24,1216.0,1440,336,144,"d_f_exc_[2, 4]_[10, 12]","[[2, 4], [10, 12]]",-0.007144438835519634
21,21,-15.594663390360678,8.98307716390434e-06,0.0005831953598747219,14,1296.0,1512,368,168,"d_f_exc_[0, 3]_[12, 13]","[[0, 3], [12, 13]]",-0.0012689867309121758
22,22,-15.594672300841777,8.910481099633216e-06,0.0005742848787750887,16,1344.0,1584,368,192,"d_f_exc_[1, 2]_[12, 13]","[[1, 2], [12, 13]]",0.0012694773831807068
23,23,-15.594755899671403,8.359882962594156e-05,0.0004906860491491472,33,1376.0,1594,372,192,s_f_exc_3_11,"[[3], [11]]",-0.021428388505695575
24,24,-15.5947894590584,3.35593869973394e-05,0.00045712666215180775,31,1408.0,1604,372,192,s_f_exc_4_12,"[[4], [12]]",0.003954352989374476
25,25,-15.594837532498106,4.807343970547606e-05,0.0004090532224463317,31,1440.0,1614,380,192,s_f_exc_2_10,"[[2], [10]]",-0.021586401928868758
26,26,-15.594856587092536,1.905459443030111e-05,0.0003899986280160306,31,1472.0,1624,380,198,s_f_exc_5_13,"[[5], [13]]",0.003963136490635339
27,27,-15.594859558869679,2.9717771425907813e-06,0.0003870268508734398,20,1552.0,1696,412,198,"d_f_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",0.0013765907129363493
28,28,-15.594862503845835,2.9449761562716503e-06,0.00038408187471716815,21,1600.0,1768,412,198,"d_f_exc_[1, 2]_[10, 11]","[[1, 2], [10, 11]]",-0.0010801940746991156
29,29,-15.594863708369797,1.2045239614622005e-06,0.00038287735075570595,20,1680.0,1840,444,198,"d_f_exc_[1, 4]_[11, 12]","[[1, 4], [11, 12]]",-0.0016018208510716477
30,30,-15.59486491397711,1.205607313536916e-06,0.00038167174344216903,19,1824.0,1912,476,222,"d_f_exc_[0, 5]_[10, 13]","[[0, 5], [10, 13]]",4.0225118373697816e-05
31,31,-15.594865962110882,1.0481337717749284e-06,0.0003806236096703941,21,1936.0,1984,508,222,"d_f_exc_[0, 5]_[11, 12]","[[0, 5], [11, 12]]",-0.002696127679469783
32,32,-15.594867011242172,1.0491312902871641e-06,0.00037957447838010694,21,2048.0,2056,540,246,"d_f_exc_[1, 4]_[10, 13]","[[1, 4], [10, 13]]",-0.0027736043727843844
33,33,-15.594867663425577,6.521834041706143e-07,0.0003789222949759363,17,2088.0,2066,548,246,s_f_exc_1_11,"[[1], [11]]",0.0009089371943395763
34,34,-15.594868305372762,6.41947185187064e-07,0.00037828034779074926,18,2128.0,2076,556,246,s_f_exc_0_10,"[[0], [10]]",0.000900529745407065
35,35,-15.594871708075782,3.4027030206829068e-06,0.00037487764477006635,27,2176.0,2148,556,246,"d_f_exc_[4, 5]_[8, 9]","[[4, 5], [8, 9]]",0.005253150751218303
36,36,-15.594874917080173,3.2090043902144316e-06,0.0003716686403798519,30,2224.0,2220,556,246,"d_f_exc_[4, 5]_[6, 7]","[[4, 5], [6, 7]]",0.005528954313107442
37,37,-15.594960661237469,8.574415729611928e-05,0.00028592448308373264,38,2336.0,2292,572,246,"d_f_exc_[3, 10]_[8, 9]","[[3, 10], [8, 9]]",-0.10135183092260892
38,38,-15.595048104590262,8.744335279331494e-05,0.0001984811302904177,50,2480.0,2364,604,246,"d_f_exc_[2, 11]_[6, 7]","[[2, 11], [6, 7]]",0.10027728448283857
39,39,-15.595116857016272,6.875242601012133e-05,0.00012972870428029637,46,2624.0,2436,636,260,"d_f_exc_[2, 11]_[8, 9]","[[2, 11], [8, 9]]",0.09477959001850671
40,40,-15.595187836377349,7.097936107669511e-05,5.8749343203601256e-05,56,2736.0,2508,652,260,"d_f_exc_[3, 10]_[6, 7]","[[3, 10], [6, 7]]",-0.10225732836965473
41,41,-15.59518981516125,1.9787839011797814e-06,5.6770559302421475e-05,45,2784.0,2580,652,284,"d_f_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",-0.001288567987542763
42,42,-15.59520322615432,1.341099306984006e-05,4.3359566232581415e-05,50,2928.0,2652,668,284,"d_f_exc_[3, 10]_[12, 13]","[[3, 10], [12, 13]]",0.033103296085316154
43,43,-15.595215039350606,1.1813196286070138e-05,3.154636994651128e-05,57,3104.0,2724,700,300,"d_f_exc_[2, 11]_[12, 13]","[[2, 11], [12, 13]]",-0.03299907424957123
44,44,-15.595217248121674,2.2087710682683337e-06,2.9337598878242943e-05,48,3280.0,2796,732,324,"d_f_exc_[0, 11]_[6, 7]","[[0, 11], [6, 7]]",-0.00092896384599533
45,45,-15.595219460686627,2.212564952586149e-06,2.7125033925656794e-05,50,3424.0,2868,764,324,"d_f_exc_[1, 10]_[8, 9]","[[1, 10], [8, 9]]",0.0015566375420423067
46,46,-15.595221621990808,2.161304180958723e-06,2.496372974469807e-05,52,3600.0,2940,796,348,"d_f_exc_[0, 11]_[8, 9]","[[0, 11], [8, 9]]",-0.0007213900495655378
47,47,-15.595223787437046,2.165446238322488e-06,2.2798283506375583e-05,51,3744.0,3012,828,348,"d_f_exc_[1, 10]_[6, 7]","[[1, 10], [6, 7]]",0.0016064499495672812
48,48,-15.595230303750407,6.516313360904746e-06,1.6281970145470837e-05,58,3888.0,3084,860,348,"d_f_exc_[2, 3]_[5, 12]","[[2, 3], [5, 12]]",0.03328140790546048
49,49,-15.595235811654113,5.5079037064587055e-06,1.0774066439012131e-05,55,4064.0,3156,892,348,"d_f_exc_[2, 3]_[4, 13]","[[2, 3], [4, 13]]",-0.03404131550148983
50,50,-15.595236210258992,3.9860487888176976e-07,1.0375461560130361e-05,42,4240.0,3228,892,348,"d_f_exc_[1, 2]_[4, 13]","[[1, 2], [4, 13]]",0.0015479701235845092
51,51,-15.595236605965713,3.9570672072386515e-07,9.979754839406496e-06,47,4416.0,3300,924,348,"d_f_exc_[0, 3]_[5, 12]","[[0, 3], [5, 12]]",0.001371917665681318
52,52,-15.59523759568341,9.897176962425647e-07,8.990037143163931e-06,56,4464.0,3372,924,372,"d_f_exc_[4, 5]_[10, 11]","[[4, 5], [10, 11]]",0.013664016544051655
53,53,-15.59523759740949,1.7260806117747052e-09,8.988311062552157e-06,27,4576.0,3444,956,372,"d_f_exc_[0, 4]_[10, 12]","[[0, 4], [10, 12]]",5.0228129820871e-05
54,54,-15.595237599086344,1.6768542110412454e-09,8.986634208341115e-06,8,4688.0,3516,988,388,"d_f_exc_[1, 5]_[11, 13]","[[1, 5], [11, 13]]",4.83937769380669e-05
55,55,-15.59523775393488,1.548485357716345e-07,8.831785672569481e-06,64,4800.0,3588,1020,390,"d_f_exc_[1, 4]_[10, 13]","[[1, 4], [10, 13]]",0.0019630286171282815
56,56,-15.595237909961577,1.5602669733993935e-07,8.675758975229542e-06,60,4912.0,3660,1052,404,"d_f_exc_[0, 5]_[11, 12]","[[0, 5], [11, 12]]",0.0016402478453487364
57,57,-15.595238120658529,2.1069695144149136e-07,8.46506202378805e-06,38,5120.0,3732,1084,414,"d_f_exc_[0, 3]_[4, 13]","[[0, 3], [4, 13]]",-0.0011199329237582452
58,58,-15.595238329959065,2.0930053601375675e-07,8.255761487774294e-06,39,5264.0,3804,1084,414,"d_f_exc_[1, 2]_[5, 12]","[[1, 2], [5, 12]]",-0.002987493200565396
59,59,-15.595238452125098,1.2216603373360613e-07,8.133595454040687e-06,36,5472.0,3876,1116,438,"d_f_exc_[0, 11]_[12, 13]","[[0, 11], [12, 13]]",-0.00222382392594962
60,60,-15.595238703976491,2.5185139307382087e-07,7.881744060966867e-06,52,5648.0,3948,1116,438,"d_f_exc_[0, 4]_[2, 12]","[[0, 4], [2, 12]]",0.0030614974354122903
61,61,-15.595238846357027,1.4238053580584165e-07,7.739363525161025e-06,61,5824.0,4020,1148,462,"d_f_exc_[1, 5]_[3, 13]","[[1, 5], [3, 13]]",-0.0003764028027938319
62,62,-15.595239074979423,2.2862239568155474e-07,7.51074112947947e-06,52,6000.0,4092,1180,486,"d_f_exc_[1, 10]_[12, 13]","[[1, 10], [12, 13]]",0.001733157764947151
63,63,-15.595239240955062,1.6597563856635134e-07,7.344765490913119e-06,66,6080.0,4164,1212,486,"d_f_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",0.0018372187167554658
64,64,-15.595239414240192,1.7328513024494896e-07,7.17148036066817e-06,68,6128.0,4236,1212,486,"d_f_exc_[1, 2]_[10, 11]","[[1, 2], [10, 11]]",-0.0018198149209623779
65,65,-15.595239472511373,5.827118165768752e-08,7.113209179010482e-06,58,6304.0,4308,1244,510,"d_f_exc_[1, 3]_[5, 13]","[[1, 3], [5, 13]]",0.0015174698794982856
66,66,-15.595239530528458,5.801708446995235e-08,7.05519209454053e-06,57,6480.0,4380,1244,510,"d_f_exc_[0, 2]_[4, 12]","[[0, 2], [4, 12]]",0.003538474417797284
67,67,-15.595239680124315,1.4959585747931214e-07,6.905596237061218e-06,62,6528.0,4452,1244,510,"d_f_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",0.0007390498013266555
68,68,-15.595243475647337,3.795523021210556e-06,3.1100732158506617e-06,80,6576.0,4524,1256,516,"d_f_exc_[6, 7]_[10, 11]","[[6, 7], [10, 11]]",-0.0779637352365993
69,69,-15.595243484165206,8.51786907674068e-09,3.101555346773921e-06,53,6720.0,4596,1288,516,"d_f_exc_[0, 1]_[5, 12]","[[0, 1], [5, 12]]",0.0013057131370652908
70,70,-15.595243494788706,1.0623500301676359e-08,3.0909318464722446e-06,55,6896.0,4668,1320,534,"d_f_exc_[0, 1]_[4, 13]","[[0, 1], [4, 13]]",-0.0013586366838930016
71,71,-15.595245914160897,2.41937219058741e-06,6.715596558848347e-07,115,6944.0,4740,1352,540,"d_f_exc_[8, 9]_[10, 11]","[[8, 9], [10, 11]]",-0.07417918586336983
72,72,-15.595245920829859,6.668962271305645e-09,6.64890693613529e-07,53,7088.0,4812,1384,558,"d_f_exc_[0, 5]_[10, 13]","[[0, 5], [10, 13]]",0.00043254171859943597
73,73,-15.595245927476574,6.646715178248996e-09,6.5824397843528e-07,54,7168.0,4884,1384,558,"d_f_exc_[1, 4]_[11, 12]","[[1, 4], [11, 12]]",0.002028672918324881
74,74,-15.595245942830461,1.5353887050650883e-08,6.428900913846292e-07,58,7216.0,4956,1416,580,"d_f_exc_[0, 1]_[10, 11]","[[0, 1], [10, 11]]",0.004037075839543243
75,75,-15.59524604130775,9.847728854595061e-08,5.444128028386785e-07,64,7264.0,5028,1416,580,"d_f_exc_[0, 1]_[2, 3]","[[0, 1], [2, 3]]",-0.0018866045125063044
76,76,-15.59524616718966,1.2588191111717606e-07,4.185308917215025e-07,118,7312.0,5100,1448,604,"d_f_exc_[2, 3]_[10, 11]","[[2, 3], [10, 11]]",-0.04644291869528564
77,77,-15.595246214929254,4.773959361159541e-08,3.707912981099071e-07,142,7488.0,5172,1480,604,"d_f_exc_[0, 5]_[3, 12]","[[0, 5], [3, 12]]",-0.0012179267411295107
78,78,-15.595246276358798,6.142954411814117e-08,3.093617539917659e-07,182,7664.0,5244,1512,604,"d_f_exc_[1, 4]_[2, 13]","[[1, 4], [2, 13]]",-0.0015730387192291143
79,79,-15.595246281058179,4.699380440342793e-09,3.046623735514231e-07,66,7744.0,5316,1544,604,"d_f_exc_[2, 4]_[10, 12]","[[2, 4], [10, 12]]",0.014102403138483703
80,80,-15.595246502996613,2.219384338530972e-07,8.272393969832592e-08,205,7824.0,5388,1544,620,"d_f_exc_[3, 5]_[11, 13]","[[3, 5], [11, 13]]",0.014966659047071644
81,81,-15.595246524872659,2.1876045863677973e-08,6.084789383464795e-08,76,7872.0,5460,1544,620,"d_f_exc_[0, 1]_[4, 5]","[[0, 1], [4, 5]]",0.00482066818996631
82,82,-15.595246526149944,1.2772858326570713e-09,5.957060800199088e-08,59,7920.0,5532,1576,644,"d_f_exc_[1, 2]_[10, 11]","[[1, 2], [10, 11]]",0.001600813399332362
83,83,-15.59524653477926,8.629315928487813e-09,5.0941292073503064e-08,81,8064.0,5604,1608,668,"d_f_exc_[2, 11]_[8, 9]","[[2, 11], [8, 9]]",0.006273157699914771
84,84,-15.59524653575911,9.798490907542146e-10,4.996144298274885e-08,54,8240.0,5676,1640,692,"d_f_exc_[0, 1]_[2, 11]","[[0, 1], [2, 11]]",-0.0002031599478014983
85,85,-15.595246536802563,1.04345332374578e-09,4.891798965900307e-08,57,8320.0,5748,1672,716,"d_f_exc_[0, 3]_[10, 11]","[[0, 3], [10, 11]]",-0.0019072657547311064
86,86,-15.595246538556655,1.7540919827752077e-09,4.716389767622786e-08,60,8432.0,5820,1704,716,"d_f_exc_[1, 4]_[10, 13]","[[1, 4], [10, 13]]",0.0003084684932313595
87,87,-15.59524654167227,3.1156144331134783e-09,4.4048283243114383e-08,77,8544.0,5892,1704,732,"d_f_exc_[0, 5]_[11, 12]","[[0, 5], [11, 12]]",0.0005716456165729039
88,88,-15.595246542357415,6.851461620271948e-10,4.336313708108719e-08,59,8592.0,5964,1704,732,"d_f_exc_[0, 1]_[8, 9]","[[0, 1], [8, 9]]",0.004959465258533481
89,89,-15.595246542846521,4.891056448741438e-10,4.2874031436213045e-08,58,8768.0,6036,1736,756,"d_f_exc_[0, 11]_[8, 9]","[[0, 11], [8, 9]]",-0.0032827484966580114
90,90,-15.595246543370612,5.240909928261317e-10,4.234994044338691e-08,66,8912.0,6108,1752,756,"d_f_exc_[0, 1]_[3, 10]","[[0, 1], [3, 10]]",1.3543405742527943e-06
91,91,-15.59524654570971,2.339097804338053e-09,4.001084263904886e-08,82,8960.0,6180,1752,756,"d_f_exc_[0, 1]_[2, 3]","[[0, 1], [2, 3]]",0.008087556892106811
92,92,-15.59524654800114,2.2914310449095865e-09,3.7719411594139274e-08,104,9168.0,6252,1784,772,"d_f_exc_[0, 13]_[11, 12]","[[0, 13], [11, 12]]",0.00353681998877609
93,93,-15.595246548898231,8.970904019633963e-10,3.682232119217588e-08,65,9216.0,6324,1784,772,"d_f_exc_[0, 1]_[6, 7]","[[0, 1], [6, 7]]",0.004319557686822529
94,94,-15.595246556884664,7.986432848383629e-09,2.883588834379225e-08,93,9264.0,6396,1800,788,"d_f_exc_[10, 11]_[12, 13]","[[10, 11], [12, 13]]",0.00646510097068294
95,95,-15.595246559342803,2.458138581573621e-09,2.6377749762218627e-08,78,9440.0,6468,1832,812,"d_f_exc_[0, 3]_[2, 11]","[[0, 3], [2, 11]]",0.0022425677875012127
96,96,-15.595246562529818,3.1870150962731714e-09,2.3190734665945456e-08,116,9616.0,6540,1864,812,"d_f_exc_[1, 4]_[3, 12]","[[1, 4], [3, 12]]",-0.0025809806311218437
97,97,-15.595246563609951,1.0801333161225557e-09,2.21106013498229e-08,55,9760.0,6612,1880,812,"d_f_exc_[1, 2]_[3, 10]","[[1, 2], [3, 10]]",0.001777051449163599
98,98,-15.59524656412099,5.110383227702187e-10,2.1599563027052682e-08,53,9904.0,6684,1896,812,"d_f_exc_[1, 10]_[8, 9]","[[1, 10], [8, 9]]",0.0025560492370591127
99,99,-15.595246565509782,1.3887930805367432e-09,2.021076994651594e-08,78,10080.0,6756,1928,812,"d_f_exc_[1, 5]_[3, 13]","[[1, 5], [3, 13]]",0.0033470815555263628
100,100,-15.595246565811324,3.015419025587107e-10,1.9909228043957228e-08,56,10224.0,6828,1944,812,"d_f_exc_[1, 10]_[6, 7]","[[1, 10], [6, 7]]",0.00246248820770415
101,101,-15.595246569216469,3.4051446107241645e-09,1.6504083433233063e-08,100,10400.0,6900,1976,836,"d_f_exc_[0, 11]_[6, 7]","[[0, 11], [6, 7]]",-0.003058446732449886
102,102,-15.595246570865491,1.6490222520815223e-09,1.4855061181151541e-08,81,10512.0,6972,1992,836,"d_f_exc_[3, 10]_[8, 9]","[[3, 10], [8, 9]]",0.0006805604313786337
